forecast_id,turbine_id,origin_time,target_start,target_end,prediction_norm,q10,q50,q90,weather_run_id,model_version,mode,provenance,prediction_unit
demo-0201-r2,turbine_1,2026-02-01T06:00:00Z,2026-02-01T07:00:00Z,2026-02-01T08:00:00Z,0.728,,,,DEMO-WX-0201-2,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r2,turbine_1,2026-02-01T06:00:00Z,2026-02-01T08:00:00Z,2026-02-01T09:00:00Z,0.687,,,,DEMO-WX-0201-2,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r2,turbine_1,2026-02-01T06:00:00Z,2026-02-01T09:00:00Z,2026-02-01T10:00:00Z,0.653,,,,DEMO-WX-0201-2,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r2,turbine_1,2026-02-01T06:00:00Z,2026-02-01T10:00:00Z,2026-02-01T11:00:00Z,0.631,,,,DEMO-WX-0201-2,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r2,turbine_1,2026-02-01T06:00:00Z,2026-02-01T11:00:00Z,2026-02-01T12:00:00Z,0.622,,,,DEMO-WX-0201-2,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r2,turbine_1,2026-02-01T06:00:00Z,2026-02-01T12:00:00Z,2026-02-01T13:00:00Z,0.62,,,,DEMO-WX-0201-2,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r2,turbine_1,2026-02-01T06:00:00Z,2026-02-01T13:00:00Z,2026-02-01T14:00:00Z,0.622,,,,DEMO-WX-0201-2,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r2,turbine_1,2026-02-01T06:00:00Z,2026-02-01T14:00:00Z,2026-02-01T15:00:00Z,0.619,,,,DEMO-WX-0201-2,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r2,turbine_1,2026-02-01T06:00:00Z,2026-02-01T15:00:00Z,2026-02-01T16:00:00Z,0.606,,,,DEMO-WX-0201-2,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r2,turbine_1,2026-02-01T06:00:00Z,2026-02-01T16:00:00Z,2026-02-01T17:00:00Z,0.579,,,,DEMO-WX-0201-2,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r2,turbine_1,2026-02-01T06:00:00Z,2026-02-01T17:00:00Z,2026-02-01T18:00:00Z,0.537,,,,DEMO-WX-0201-2,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r2,turbine_1,2026-02-01T06:00:00Z,2026-02-01T18:00:00Z,2026-02-01T19:00:00Z,0.486,,,,DEMO-WX-0201-2,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r2,turbine_1,2026-02-01T06:00:00Z,2026-02-01T19:00:00Z,2026-02-01T20:00:00Z,0.431,,,,DEMO-WX-0201-2,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r2,turbine_1,2026-02-01T06:00:00Z,2026-02-01T20:00:00Z,2026-02-01T21:00:00Z,0.381,,,,DEMO-WX-0201-2,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r2,turbine_1,2026-02-01T06:00:00Z,2026-02-01T21:00:00Z,2026-02-01T22:00:00Z,0.344,,,,DEMO-WX-0201-2,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r2,turbine_1,2026-02-01T06:00:00Z,2026-02-01T22:00:00Z,2026-02-01T23:00:00Z,0.326,,,,DEMO-WX-0201-2,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r2,turbine_1,2026-02-01T06:00:00Z,2026-02-01T23:00:00Z,2026-02-02T00:00:00Z,0.329,,,,DEMO-WX-0201-2,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r2,turbine_1,2026-02-01T06:00:00Z,2026-02-02T00:00:00Z,2026-02-02T01:00:00Z,0.351,,,,DEMO-WX-0201-2,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r2,turbine_1,2026-02-01T06:00:00Z,2026-02-02T01:00:00Z,2026-02-02T02:00:00Z,0.387,,,,DEMO-WX-0201-2,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r2,turbine_1,2026-02-01T06:00:00Z,2026-02-02T02:00:00Z,2026-02-02T03:00:00Z,0.429,,,,DEMO-WX-0201-2,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r2,turbine_1,2026-02-01T06:00:00Z,2026-02-02T03:00:00Z,2026-02-02T04:00:00Z,0.469,,,,DEMO-WX-0201-2,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r2,turbine_1,2026-02-01T06:00:00Z,2026-02-02T04:00:00Z,2026-02-02T05:00:00Z,0.501,,,,DEMO-WX-0201-2,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r2,turbine_1,2026-02-01T06:00:00Z,2026-02-02T05:00:00Z,2026-02-02T06:00:00Z,0.521,,,,DEMO-WX-0201-2,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r2,turbine_1,2026-02-01T06:00:00Z,2026-02-02T06:00:00Z,2026-02-02T07:00:00Z,0.529,,,,DEMO-WX-0201-2,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r2,turbine_1,2026-02-01T06:00:00Z,2026-02-02T07:00:00Z,2026-02-02T08:00:00Z,0.529,,,,DEMO-WX-0201-2,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r2,turbine_1,2026-02-01T06:00:00Z,2026-02-02T08:00:00Z,2026-02-02T09:00:00Z,0.528,,,,DEMO-WX-0201-2,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r2,turbine_1,2026-02-01T06:00:00Z,2026-02-02T09:00:00Z,2026-02-02T10:00:00Z,0.532,,,,DEMO-WX-0201-2,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r2,turbine_1,2026-02-01T06:00:00Z,2026-02-02T10:00:00Z,2026-02-02T11:00:00Z,0.547,,,,DEMO-WX-0201-2,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r2,turbine_1,2026-02-01T06:00:00Z,2026-02-02T11:00:00Z,2026-02-02T12:00:00Z,0.577,,,,DEMO-WX-0201-2,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r2,turbine_1,2026-02-01T06:00:00Z,2026-02-02T12:00:00Z,2026-02-02T13:00:00Z,0.62,,,,DEMO-WX-0201-2,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r2,turbine_1,2026-02-01T06:00:00Z,2026-02-02T13:00:00Z,2026-02-02T14:00:00Z,0.673,,,,DEMO-WX-0201-2,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r2,turbine_1,2026-02-01T06:00:00Z,2026-02-02T14:00:00Z,2026-02-02T15:00:00Z,0.728,,,,DEMO-WX-0201-2,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r2,turbine_1,2026-02-01T06:00:00Z,2026-02-02T15:00:00Z,2026-02-02T16:00:00Z,0.776,,,,DEMO-WX-0201-2,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r2,turbine_1,2026-02-01T06:00:00Z,2026-02-02T16:00:00Z,2026-02-02T17:00:00Z,0.81,,,,DEMO-WX-0201-2,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r2,turbine_1,2026-02-01T06:00:00Z,2026-02-02T17:00:00Z,2026-02-02T18:00:00Z,0.825,,,,DEMO-WX-0201-2,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r2,turbine_1,2026-02-01T06:00:00Z,2026-02-02T18:00:00Z,2026-02-02T19:00:00Z,0.819,,,,DEMO-WX-0201-2,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r2,turbine_1,2026-02-01T06:00:00Z,2026-02-02T19:00:00Z,2026-02-02T20:00:00Z,0.794,,,,DEMO-WX-0201-2,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r2,turbine_1,2026-02-01T06:00:00Z,2026-02-02T20:00:00Z,2026-02-02T21:00:00Z,0.757,,,,DEMO-WX-0201-2,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r2,turbine_1,2026-02-01T06:00:00Z,2026-02-02T21:00:00Z,2026-02-02T22:00:00Z,0.715,,,,DEMO-WX-0201-2,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r2,turbine_1,2026-02-01T06:00:00Z,2026-02-02T22:00:00Z,2026-02-02T23:00:00Z,0.675,,,,DEMO-WX-0201-2,fixture-curve-v1,fixture,synthetic,normalized_power
